scenario,step,Ta_cvx_raw,Ta_cvx_applied,Ta_snn_raw,Ta_snn_applied,control_diff_e_u,cvxpy_objective,cvxpy_status,snn_objective,snn_converged,snn_verified_converged,snn_iterations,snn_max_iterations,snn_constraint_residual,snn_constraint_residual_scaled,snn_bound_violation,snn_clipped,cvxpy_clipped,objective_gap_snn_vs_reference,Tc1_cvx,Tc2_cvx,Tc3_cvx,alpha1_cvx,alpha2_cvx,alpha3_cvx,Tc1_snn,Tc2_snn,Tc3_snn,alpha1_snn,alpha2_snn,alpha3_snn,rho_Ap_cvx,rho_Ap_snn,qp_fingerprint_cvx,qp_fingerprint_snn,slew_saturated_cvx,slew_saturated_snn
nominal_heatup,0,24.0,24.0,24.0,24.0,0.0,-570.9811533247264,optimal,-570.9811564297449,False,False,8000,8000,6.533154461862978e-07,9.468567236936565e-07,10.0,0,0,-5.438039949966671e-09,28.0,28.0,28.0,1e-05,1e-05,1e-05,28.0,28.0,28.0,1e-05,1e-05,1e-05,1.0000008521941652,1.0000008521941652,839ec63c777d5433,839ec63c777d5433,True,True
nominal_heatup,1,20.0,20.0,20.0,20.0,0.0,-424.9606365479734,optimal,-424.9606375969538,False,False,8000,8000,6.337474776074714e-07,9.184966680564344e-07,10.0,0,0,-2.468417753731067e-09,28.000000056399145,28.000000056399145,28.000000056399145,1.0001630922571259e-05,1.0001630922571259e-05,1.0001630922571259e-05,28.000000056399145,28.000000056399145,28.000000056399145,1.0001630922571259e-05,1.0001630922571259e-05,1.0001630922571259e-05,1.0000008522669996,1.0000008522669996,605f26bc364f4c9f,605f26bc364f4c9f,True,True
nominal_heatup,2,16.0,16.0,16.0,16.0,0.0,-295.11063654797346,optimal,-295.1106365479734,True,True,201,8000,0.0,0.0,10.0,0,0,3.8523463285314345e-16,28.000000112803107,28.000000112803107,28.000000091841084,1.0003261984532805e-05,1.0003261984532805e-05,1.0003261984532805e-05,28.000000112803107,28.000000112803107,28.000000091841084,1.0003261984532805e-05,1.0003261984532805e-05,1.0003261984532805e-05,1.0000008523398338,1.0000008523398338,47e19c5be4fa2859,47e19c5be4fa2859,True,True
nominal_heatup,3,12.780398231265288,12.780398231265288,12.780398231261504,12.780398231261504,-3.7836400679225335e-12,-182.7886365479735,optimal,-182.7886365479735,True,True,201,8000,0.0,0.0,10.0,0,0,0.0,28.00000016921189,28.00000016142088,28.000000128607986,1.0004893185885736e-05,1.0004893185885736e-05,1.0004893185878145e-05,28.00000016921189,28.00000016142088,28.000000128607986,1.0004893185885736e-05,1.0004893185885736e-05,1.0004893185878145e-05,1.000000852412668,1.000000852412668,51cf8a95fcdc614d,51cf8a95fcdc614d,False,False
nominal_heatup,4,10.845226484772807,10.845226484772807,10.845226484770993,10.845226484770993,-1.8136603330276557e-12,-106.85857823138991,optimal,-106.85857823130783,True,True,201,8000,0.0,0.0,10.0,0,0,2.6597499144038675e-16,28.00000021983408,28.000000208534534,28.00000016274716,1.0006524526631151e-05,1.0006524526628329e-05,1.0006524526608854e-05,28.00000021983408,28.000000208534534,28.00000016274716,1.0006524526631151e-05,1.0006524526628329e-05,1.0006524526608854e-05,1.000000852485502,1.000000852485502,9c962b0cc60f320d,9c962b0cc60f320d,False,False
nominal_heatup,5,10.0,10.0,10.0,10.0,0.0,-66.65452969545603,optimal,-66.65452969541974,True,True,201,8000,0.0,0.0,10.0,0,0,1.2792098103584854e-15,28.00000026785304,28.000000252134775,27.98446602875741,1.0008156006768049e-05,1.0008156006761134e-05,1.0008156006725072e-05,28.00000026785304,28.000000252134775,27.98446602875741,1.0008156006768049e-05,1.0008156006761134e-05,1.0008156006725072e-05,1.000000851578782,1.000000851578782,8dc8e89a20616aed,8dc8e89a20616aed,False,False
nominal_heatup,6,10.0,10.0,10.0,10.0,0.0,-49.749999999999886,optimal,-49.749999999999886,True,True,201,8000,0.0,0.0,10.0,0,0,1.1425812836343334e-15,28.000000312592185,27.9942266676392,27.942540707993636,1.000978762629658e-05,1.000978762628397e-05,1.000978200850556e-05,28.000000312592185,27.9942266676392,27.942540707993636,1.000978762629658e-05,1.000978762628397e-05,1.000978200850556e-05,1.0000008486502054,1.0000008486502054,fa6a70a24895d7df,fa6a70a24895d7df,False,False
nominal_heatup,7,10.0,10.0,10.0,10.0,0.0,-49.749999999999886,optimal,-49.749999999999886,True,True,201,8000,0.0,0.0,10.0,0,0,1.1425812836343334e-15,27.995708556591467,27.97716236998323,27.864890999255255,1.001141938521665e-05,1.001141729486962e-05,1.001139307919004e-05,27.995708556591467,27.97716236998323,27.864890999255255,1.001141938521665e-05,1.001141729486962e-05,1.001139307919004e-05,1.000000842525053,1.000000842525053,149ec4842fbba745,149ec4842fbba745,False,False
nominal_heatup,8,10.0,10.0,10.0,10.0,0.0,-49.749999999999886,optimal,-49.749999999999886,True,True,201,8000,0.0,0.0,10.0,0,0,1.1425812836343334e-15,27.981922390430096,27.942327333795546,27.748235859518665,1.0013049729312416e-05,1.0013040939033937e-05,1.0012976730256157e-05,27.981922390430096,27.942327333795546,27.74823585951865,1.0013049729312416e-05,1.0013040939033937e-05,1.0012976730256157e-05,1.0000008323474407,1.0000008323474407,24a361379a4ce72d,24a361379a4ce72d,False,False
nominal_heatup,9,10.0,10.0,10.0,10.0,0.0,-49.749999999999886,optimal,-49.749999999999886,True,True,201,8000,0.0,0.0,10.0,0,0,1.1425812836343334e-15,27.952489643349125,27.88490528867242,27.595026089733096,1.0014675229332127e-05,1.0014652208179747e-05,1.0014519969362864e-05,27.952489643349125,27.884905288672417,27.595026089733064,1.0014675229332127e-05,1.0014652208179747e-05,1.0014519969362864e-05,1.00000081774441,1.00000081774441,eb2ceb852cfac667,eb2ceb852cfac667,False,False
nominal_heatup,10,10.0,10.0,10.0,10.0,0.0,-49.749999999999886,optimal,-49.749999999999886,True,True,201,8000,0.0,0.0,10.0,0,0,1.1425812836343334e-15,27.902251179900894,27.80228441850101,27.411599543521525,1.0016290277260816e-05,1.001624318896755e-05,1.0016011608059993e-05,27.90225117990089,27.802284418500996,27.411599543521483,1.0016290277260816e-05,1.001624318896755e-05,1.0016011608059993e-05,1.0000007988614286,1.0000007988614286,64e5db9f99d14b0f,64e5db9f99d14b0f,False,False
nominal_heatup,11,10.0,10.0,10.0,10.0,0.0,-49.749999999999886,optimal,-49.749999999999886,True,True,201,8000,0.0,0.0,10.0,0,0,1.1425812836343334e-15,27.827941402693067,27.694232486013593,27.206156459215496,1.0017887537996116e-05,1.001780535271829e-05,1.0017443641596039e-05,27.827941402693057,27.694232486013572,27.206156459215443,1.0017887537996116e-05,1.001780535271829e-05,1.0017443641596039e-05,1.0000007762694025,1.000000776269402,2fdc69967ec2a759,2fdc69967ec2a759,False,False
