scenario,step,Ta_cvx_raw,Ta_cvx_applied,Ta_snn_raw,Ta_snn_applied,control_diff_e_u,cvxpy_objective,cvxpy_status,snn_objective,snn_converged,snn_verified_converged,snn_iterations,snn_max_iterations,snn_constraint_residual,snn_constraint_residual_scaled,snn_bound_violation,snn_clipped,cvxpy_clipped,objective_gap_snn_vs_reference,Tc1_cvx,Tc2_cvx,Tc3_cvx,alpha1_cvx,alpha2_cvx,alpha3_cvx,Tc1_snn,Tc2_snn,Tc3_snn,alpha1_snn,alpha2_snn,alpha3_snn,rho_Ap_cvx,rho_Ap_snn,qp_fingerprint_cvx,qp_fingerprint_snn,slew_saturated_cvx,slew_saturated_snn,build_ms_cvx,solve_ms_cvx,total_ms_cvx,build_ms_snn,solve_ms_snn,total_ms_snn
nominal_heatup,10,72.00000000000003,72.00000000000003,71.99999999999999,71.99999999999999,-4.263256414560601e-14,-196384.77948680348,optimal,-196371.7964197372,False,False,8000,8000,6.510454966246471e-07,9.437361550013179e-07,10.0,0,0,6.611035284951498e-05,28.098587088330618,28.204026095810903,28.637444447596287,1.0016340922523065e-05,1.0016389563010768e-05,1.0016646422525322e-05,28.098587088330618,28.204026095810903,28.637444447596287,1.0016340922523065e-05,1.0016389563010768e-05,1.0016646422525322e-05,1.0000009143124624,1.0000009143124624,8b4cfa82049e50f8,8b4cfa82049e50f8,True,True,0.8409000001847744,4.713100002845749,5.554000003030524,1.0420000035082921,290.08880000037607,291.13080000388436
nominal_heatup,11,76.00000000000003,76.00000000000003,75.99999999999999,75.99999999999999,-4.263256414560601e-14,-205373.05778345736,optimal,-205353.13854044606,False,False,8000,8000,5.271956950991807e-07,7.663936028023954e-07,10.0,0,0,9.699053627676305e-05,28.17696474743232,28.325927123648107,28.905878723964744,1.001800935059378e-05,1.0018097472067574e-05,1.0018526362451092e-05,28.17696474743232,28.325927123648107,28.905878723964744,1.001800935059378e-05,1.0018097472067574e-05,1.0018526362451092e-05,1.0000009465851527,1.0000009465851527,8ea45fc491ca365b,8ea45fc491ca365b,True,True,0.8285000003525056,4.902500004391186,5.7310000047436915,0.7660000046598725,288.2982999944943,289.0642999991542
nominal_heatup,12,80.00000000000001,80.00000000000001,79.99999999999999,79.99999999999999,-2.842170943040401e-14,-214088.40840139062,optimal,-214063.13296501807,False,False,8000,8000,5.29231968471322e-07,7.548049483219188e-07,10.0,0,0,0.00011806074210783949,28.287695303581557,28.48611411336325,29.228022559149494,1.0019707186055292e-05,1.0019852307914455e-05,1.0020521334415317e-05,28.287695303581557,28.48611411336325,29.228022559149494,1.0019707186055292e-05,1.0019852307914455e-05,1.0020521334415317e-05,1.000000988985778,1.000000988985778,b37574cac608723e,b37574cac608723e,True,True,1.4354000013554469,6.602100002055522,8.037500003410969,0.7896999959484674,324.33660000242526,325.1262999983737
nominal_heatup,13,84.00000000000001,84.00000000000001,83.99999999999999,83.99999999999999,-2.842170943040401e-14,-222512.43116136317,optimal,-222480.52245021955,False,False,8000,8000,5.225643917583511e-07,7.480035151274933e-07,10.0,0,0,0.0001434019258027652,28.435189073687383,28.68811443723295,29.60491107244096,1.0021447366458453e-05,1.0021670668093506e-05,1.002266335713411e-05,28.435189073687383,28.68811443723295,29.60491107244096,1.0021447366458453e-05,1.0021670668093506e-05,1.002266335713411e-05,1.0000010434153785,1.0000010434153785,d70bd621a1477565,d70bd621a1477565,True,True,0.8468000014545396,5.057000002125278,5.903800003579818,0.7957999987411313,300.1194000025862,300.9152000013273
nominal_heatup,14,88.0,88.0,87.99999999999999,87.99999999999999,-1.4210854715202004e-14,-230627.10977855098,optimal,-230592.7598747539,True,True,201,8000,5.843701842422888e-07,8.49508809963595e-07,10.0,0,0,0.0001489413097618321,28.623200041918288,28.934857331659494,30.03718676868891,1.0023245495954168e-05,1.0023572281445382e-05,1.0024990765584491e-05,28.623200041918288,28.934857331659494,30.037186768688905,1.0023245495954168e-05,1.0023572281445382e-05,1.0024990765584491e-05,1.0000011121797336,1.0000011121797336,7834316f3b56273f,7834316f3b56273f,True,True,1.0742000013124198,6.1891000004834495,7.263300001795869,0.8940000043367036,11.365099999238737,12.25910000357544
nominal_heatup,15,91.99999999999999,91.99999999999999,91.99999999999997,91.99999999999997,-1.4210854715202004e-14,-238414.82183393,optimal,-238380.63947815172,True,True,201,8000,5.896290815599059e-07,8.164698330759279e-07,10.0,0,0,0.00014337345101035726,28.854869120086413,29.22872865371056,30.525195733226727,1.0025120171607514e-05,1.0025580580941484e-05,1.0027549973976509e-05,28.854869120086413,29.22872865371056,30.525195733226727,1.0025120171607514e-05,1.0025580580941484e-05,1.0027549973976509e-05,1.0000011981334345,1.0000011981334345,462c1250876883bb,462c1250876883bb,True,True,1.0378000006312504,6.029299998772331,7.067099999403581,0.9638999981689267,9.555999997246545,10.519899995415471
nominal_heatup,16,96.0,96.0,95.99999999999999,95.99999999999997,-2.842170943040401e-14,-245858.3444549164,optimal,-245826.03792291766,True,True,201,8000,6.278478679178079e-07,8.693919939517514e-07,10.0,0,0,0.00013140303238571324,29.132775953652295,29.571636766375924,31.069051976588753,1.0027093488534011e-05,1.0027723503453636e-05,1.0030397793205575e-05,29.132775953652295,29.571636766375924,31.069051976588753,1.0027093488534011e-05,1.0027723503453636e-05,1.0030397793205575e-05,1.0000013048593073,1.0000013048593073,008772fb4277ad19,008772fb4277ad19,True,True,0.879699997312855,6.489300001703668,7.368999999016523,1.0142000028281473,10.076799997477792,11.09100000030594
nominal_heatup,17,100.0,100.0,99.99999999999997,99.99999999999997,-2.842170943040401e-14,-252940.85657528054,optimal,-252907.01858764654,False,False,8000,8000,6.361106414942697e-07,8.808336362520208e-07,10.0,0,0,0.00013377825983551612,29.459001193484145,29.965072618383886,31.66868726952701,1.0029191757879237e-05,1.0030034571632905e-05,1.0033604465787608e-05,29.459001193484145,29.965072618383886,31.66868726952701,1.0029191757879237e-05,1.0030034571632905e-05,1.0033604465787608e-05,1.0000014368973875,1.0000014368973875,fae74bf2bc99669f,fae74bf2bc99669f,True,True,0.8319999978994019,4.672800001571886,5.504799999471288,0.7503000015276484,298.3118000047398,299.0621000062674
nominal_heatup,18,104.00000000000001,104.00000000000001,103.99999999999996,103.99999999999996,-5.684341886080802e-14,-259645.93848475255,optimal,-259612.1924459887,True,True,201,8000,6.76804603472192e-07,9.810758152539734e-07,10.0,0,0,0.00012996944593386654,29.83518713825559,30.410166831002797,32.32388788410938,1.0031446486637145e-05,1.003255432719756e-05,1.0037257650833878e-05,29.83518713825559,30.410166831002797,32.32388788410938,1.0031446486637145e-05,1.003255432719756e-05,1.0037257650833878e-05,1.0000016000414043,1.0000016000414043,a2d55434f5188a28,a2d55434f5188a28,True,True,0.8497000017086975,5.21630000002915,6.066000001737848,0.7690999991609715,10.78570000390755,11.554800003068522
nominal_heatup,19,108.00000000000001,108.00000000000001,107.99999999999996,107.99999999999996,-5.684341886080802e-14,-265957.5692540158,optimal,-265928.56538774795,True,True,201,8000,6.510827006422915e-07,9.116207317916292e-07,10.0,0,0,0.00010905448695876914,30.26259573381852,30.907740544433675,33.03432342597463,1.0033895682563044e-05,1.0035332213742204e-05,1.0041467676231376e-05,30.26259573381852,30.907740544433675,33.03432342597463,1.0033895682563044e-05,1.0035332213742204e-05,1.0041467676231376e-05,1.0000018017276073,1.0000018017276073,000965a73a098465,000965a73a098465,True,True,0.8192999957827851,5.165299997315742,5.984599993098527,0.7866999949328601,8.70520000171382,9.49189999664668
nominal_heatup,20,112.0,112.0,111.99999999999996,111.99999999999996,-4.263256414560601e-14,-271860.12251244276,optimal,-271837.4786386588,True,True,201,8000,6.837688459881974e-07,9.468268276080494e-07,10.0,0,0,8.329236952647074e-05,30.742161255455276,31.45835074073644,33.799569377951165,1.0036585572181912e-05,1.0038429042220354e-05,1.0046374493864521e-05,30.742161255455276,31.45835074073644,33.799569377951165,1.0036585572181912e-05,1.0038429042220354e-05,1.0046374493864521e-05,1.000002051549314,1.000002051549314,62a5fbdd6bc61302,62a5fbdd6bc61302,True,True,1.0755000039353035,5.408699995314237,6.48419999924954,0.7949999999254942,9.42860000213841,10.223600002063904
nominal_heatup,21,116.0,116.0,115.99999999999996,115.99999999999996,-4.263256414560601e-14,-277338.3609672305,optimal,-277322.4348983256,False,False,8000,8000,7.106024497716135e-07,9.83983750479922e-07,10.0,0,0,5.742468820111486e-05,31.274537519628144,32.06232983559645,34.619125239305966,1.0039572851893256e-05,1.0041920221372836e-05,1.0052156935043224e-05,31.274537519628144,32.06232983559645,34.619125239305966,1.0039572851893256e-05,1.0041920221372836e-05,1.0052156935043224e-05,1.000002361942879,1.000002361942879,2c1e0ce8e8b0310e,2c1e0ce8e8b0310e,True,True,0.8125000022118911,6.882399997266475,7.694899999478366,0.9014000024762936,379.77309999405406,380.67449999653036
nominal_heatup,22,119.99999999999999,119.99999999999999,119.99999999999994,119.99999999999994,-4.263256414560601e-14,-282249.2947156021,optimal,-282197.1104831328,False,False,8000,8000,6.560768213148549e-07,9.557638476209718e-07,10.0,0,0,0.0001848870252158545,31.860139431473698,32.71982012895055,35.49242921855301,1.0042927636276365e-05,1.0045900001126806e-05,1.0059045087611502e-05,31.860139431473698,32.71982012895055,35.492429218553006,1.0042927636276365e-05,1.0045900001126806e-05,1.0059045087611502e-05,1.0000027491075865,1.0000027491075865,c0e28f2bf04cae41,c0e28f2bf04cae41,True,True,0.7745999973849393,5.385100004787091,6.1597000021720305,0.7678999972995371,263.8007999994443,264.5686999967438
nominal_heatup,23,123.99999999999999,123.99999999999999,124.00000043308006,123.99999999999994,-4.263256414560601e-14,-285922.7658009261,optimal,-285869.90915312816,False,False,8000,8000,6.280502020672429e-07,9.073958553429406e-07,10.0,0,0,0.0001848633761279558,32.499179256904526,33.43080354993059,36.4188703028621,1.0046737327042226e-05,1.0050487067028725e-05,1.0067336928314506e-05,32.499179256904526,33.43080354993059,36.4188703028621,1.0046737327042226e-05,1.0050487067028725e-05,1.0067336928314506e-05,1.0000032342458494,1.0000032342458494,119518f418cd06f3,119518f418cd06f3,True,True,0.9145000003627501,5.619099996692967,6.533599997055717,0.829399999929592,209.58000000246102,210.4094000023906
nominal_heatup,24,127.99999999999997,127.99999999999997,127.99999999999994,127.99999999999994,-2.842170943040401e-14,-287335.9380485216,optimal,-287286.2814661957,False,False,8000,8000,6.228402753549744e-07,8.99869019299615e-07,10.0,0,0,0.00017281716538161687,33.19169804282029,34.195127258322415,37.39779823444413,1.005111170702066e-05,1.0055831947088486e-05,1.0077420781319361e-05,33.19169804282029,34.195127258322415,37.39779823444413,1.005111170702066e-05,1.0055831947088486e-05,1.0077420781319361e-05,1.0000038452434135,1.0000038452434135,8d4b2a38b9170216,8d4b2a38b9170216,True,True,0.8611000012024306,5.332199994882103,6.193299996084534,0.7851999980630353,182.0374000017182,182.82259999978123
nominal_heatup,25,130.0,130.0,130.0,130.0,0.0,-285421.42745096504,optimal,-285377.6507268042,False,False,8000,8000,5.973793264502092e-07,8.630833123746129e-07,10.0,0,0,0.0001533757453032999,33.937592712032945,35.01252560136736,38.428531814316294,1.005618967429849e-05,1.0062126862556018e-05,1.0089805789359043e-05,33.937592712032945,35.01252560136736,38.42853181431629,1.005618967429849e-05,1.0062126862556018e-05,1.0089805789359043e-05,1.000004618956481,1.000004618956481,8d029e165e089211,8d029e165e089211,False,False,0.8584000024711713,4.98410000000149,5.842500002472661,0.7916999966255389,177.37990000023274,178.17159999685828
nominal_heatup,26,130.0,130.0,130.0,130.0,0.0,-281039.5681684587,optimal,-281001.4067554634,False,False,8000,8000,5.907816529315824e-07,8.25190352493621e-07,10.0,0,0,0.00013578661981282294,34.73663933886757,35.88263890591762,39.51036584016606,1.0062148184087887e-05,1.0069618889944927e-05,1.0105163455459045e-05,34.73663933886757,35.88263890591762,39.51036584016606,1.0062148184087887e-05,1.0069618889944927e-05,1.0105163455459045e-05,1.000005604339681,1.000005604339681,4a9499a2553ffa43,4a9499a2553ffa43,False,False,0.7777999999234453,4.574400001729373,5.352200001652818,0.7537999990745448,190.86280000192346,191.616600000998
nominal_heatup,27,130.0,130.0,130.0,130.0,0.0,-276122.11941677064,optimal,-276086.99484195595,False,False,8000,8000,6.886171490805282e-07,9.989189768688789e-07,10.0,0,0,0.00012720666815422445,35.588513092118006,36.80502953120535,40.64257692132614,1.0069214176848358e-05,1.007862763007317e-05,1.0124384554526784e-05,35.588513092118006,36.80502953120535,40.64257692132614,1.0069214176848358e-05,1.007862763007317e-05,1.0124384554526784e-05,1.0000068667446973,1.0000068667446973,bd545d5539f4b404,bd545d5539f4b404,False,False,0.8192000022972934,4.7108999933698215,5.530099995667115,0.8506999947712757,178.56510000274284,179.4157999975141
nominal_heatup,28,130.0,130.0,130.0,130.0,0.0,-271205.79345906223,optimal,-271173.0400641594,False,False,8000,8000,5.629272834539734e-07,8.133073778893163e-07,10.0,0,0,0.00012076952518295171,36.49280528639048,37.77919556259234,41.82442836075676,1.00776805645182e-05,1.0089569039656569e-05,1.0148657494724979e-05,36.49280528639048,37.77919556259234,41.824428360756755,1.00776805645182e-05,1.0089569039656569e-05,1.0148657494724979e-05,1.0000084938573894,1.0000084938573894,d22ee01681297e98,d22ee01681297e98,False,False,0.7999000008567236,5.148099997313693,5.947999998170417,0.9047000057762489,186.22019999747863,187.12490000325488
nominal_heatup,29,130.0,130.0,130.0,130.0,0.0,-266304.0675836935,optimal,-266273.25741258945,False,False,8000,8000,5.667608320436557e-07,8.188460016711474e-07,10.0,0,0,0.00011569545814170306,37.44903793778678,38.80458247844509,43.055174257720964,1.008792775660128e-05,1.0102987727945598e-05,1.0179576783908196e-05,37.44903793778678,38.80458247844509,43.055174257720964,1.008792775660128e-05,1.0102987727945598e-05,1.0179576783908196e-05,1.000010603941939,1.000010603941939,f901d2f0145b092a,f901d2f0145b092a,False,False,0.8485999933327548,5.645600002026185,6.49419999535894,1.1814000026788563,179.65879999974277,180.84020000242162
nominal_heatup,30,130.0,130.0,130.0,130.0,0.0,-261427.8559712686,optimal,-261400.58963517955,False,False,8000,8000,5.538200298360607e-07,8.00149433821673e-07,10.0,0,0,0.00010429774588365492,38.45667617246797,39.88059307969843,44.3262958722187,1.0100452783556139e-05,1.0119600936431953e-05,1.0219294017606023e-05,38.45667617246797,39.88059307969843,44.3262958722187,1.0100452783556139e-05,1.0119600936431953e-05,1.0219294017606023e-05,1.0000133502968045,1.0000133502968045,15938d8f682801bc,15938d8f682801bc,False,False,0.8822999952826649,7.5237999990349635,8.406099994317628,0.8263999989139847,177.62390000279993,178.4503000017139
nominal_heatup,31,130.00000000000003,130.00000000000003,130.0,130.0,-2.842170943040401e-14,-256586.0144209544,optimal,-256564.49295571935,False,False,8000,8000,5.940074032650955e-07,8.616766002944587e-07,10.0,0,0,8.387622093725754e-05,39.51513879282677,41.00370911940794,45.62384309440205,1.0115908887980325e-05,1.0140358723565776e-05,1.027064961864798e-05,39.51513879282677,41.00370911940794,45.62384309440205,1.0115908887980325e-05,1.0140358723565776e-05,1.027064961864798e-05,1.0000169276166246,1.0000169276166246,e7de6d78d2a63596,e7de6d78d2a63596,False,False,0.822000001790002,4.829899997275788,5.65189999906579,0.7705000025453046,188.62020000233315,189.39070000487845
nominal_heatup,32,130.0,130.0,130.0,130.0,0.0,-251785.7341880738,optimal,-251766.7354706262,False,False,8000,8000,5.815429062749899e-07,8.435953509078331e-07,10.0,0,0,7.54558931184887e-05,40.62166136640788,42.167626743408356,46.936965864865606,1.0135159609374298e-05,1.0166511340095578e-05,1.0337306087914461e-05,40.62166136640788,42.167626743408356,46.936965864865606,1.0135159609374298e-05,1.0166511340095578e-05,1.0337306087914461e-05,1.0000215859513406,1.0000215859513406,f7fa3165f50aafc4,f7fa3165f50aafc4,False,False,0.8121999999275431,4.679400000895839,5.491600000823382,0.7667000027140602,172.05299999477575,172.8196999974898
nominal_heatup,33,130.0,130.0,130.0,130.0,0.0,-247032.84415578103,optimal,-247017.19795643422,False,False,8000,8000,5.690607309816187e-07,8.254885583980354e-07,10.0,0,0,6.333651462533629e-05,41.77084845737516,43.36566791672194,48.25708836034172,1.0159342426202962e-05,1.0199689056691248e-05,1.0423972055584554e-05,41.77084845737516,43.36566791672194,48.25708836034172,1.0159342426202962e-05,1.0199689056691248e-05,1.0423972055584554e-05,1.00002764480365,1.00002764480365,971a710837f5cd28,971a710837f5cd28,False,False,0.8205000049201772,4.978199998731725,5.798700003651902,0.7912000000942498,174.8576999962097,175.64889999630395
nominal_heatup,34,130.0,130.0,130.0,130.0,0.0,-242332.0494110759,optimal,-242319.05266855482,False,False,8000,8000,5.568277714473879e-07,8.07743217201562e-07,10.0,0,0,5.363195892857623e-05,42.956351227797434,44.59092597223202,49.57797689401695,1.018994412676557e-05,1.0242010082863206e-05,1.053668028779401e-05,42.956351227797434,44.59092597223202,49.57797689401695,1.018994412676557e-05,1.0242010082863206e-05,1.053668028779401e-05,1.0000355128009815,1.0000355128009815,60fa5e6688e1f474,60fa5e6688e1f474,False,False,0.822600006358698,5.552499998884741,6.375100005243439,0.8070000039879233,184.28819999826374,185.09520000225166
nominal_heatup,35,130.0,130.0,130.0,130.0,0.0,-237687.12104444232,optimal,-237676.30456377682,False,False,8000,8000,5.44838371752121e-07,7.903511862750179e-07,10.0,0,0,4.550722234312912e-05,44.17140619546908,45.83695172260525,50.89495729321921,1.0228899307463622e-05,1.0296214244032106e-05,1.0683152902901279e-05,44.17140619546908,45.83695172260525,50.89495729321921,1.0228899307463622e-05,1.0296214244032106e-05,1.0683152902901279e-05,1.0000457117886863,1.0000457117886863,ce25cdb2f56292bb,ce25cdb2f56292bb,False,False,0.7598000011057593,5.188700000871904,5.9485000019776635,0.8802000011201017,175.5918999988353,176.4720999999554
nominal_heatup,36,130.0,130.0,130.0,130.0,0.0,-233101.04983733257,optimal,-233092.0150784694,False,False,8000,8000,6.873576268162651e-07,9.9619439897225e-07,10.0,0,0,3.875897971939105e-05,45.40948352759255,47.097838917598104,52.2045545514495,1.0278713971231812e-05,1.036583429649087e-05,1.0873268743414286e-05,45.40948352759255,47.097838917598104,52.2045545514495,1.0278713971231812e-05,1.036583429649087e-05,1.0873268743414286e-05,1.000058908674502,1.000058908674502,f6bd19bc4bd4e60f,f6bd19bc4bd4e60f,False,False,0.7975999978953041,4.790099999809172,5.587699997704476,0.7680999988224357,185.90120000590105,186.66930000472348
nominal_heatup,37,130.0,130.0,130.0,130.0,0.0,-228576.1718164679,optimal,-228569.4192993579,False,False,8000,8000,6.72253804623324e-07,9.74304282586047e-07,10.0,0,0,2.954164931676025e-05,46.66451695380042,48.36835320017051,53.50412826644477,1.0342623010345865e-05,1.0455411819631811e-05,1.1119674734577008e-05,46.66451695380042,48.36835320017051,53.50412826644477,1.0342623010345865e-05,1.0455411819631811e-05,1.1119674734577008e-05,1.0000759571416173,1.0000759571416173,8ab39320150e3d5f,8ab39320150e3d5f,False,False,0.7863999999244697,4.7917999982018955,5.578199998126365,0.7729999997536652,170.4195999991498,171.19259999890346
nominal_heatup,38,130.0,130.0,130.0,130.0,0.0,-224114.27177852174,optimal,-224109.2270694315,False,False,8000,8000,6.576731976792871e-07,9.531724574074474e-07,10.0,0,0,2.2509539665752435e-05,47.931058634757065,49.64391516037741,54.79166265923367,1.0424789135198688e-05,1.0570772044380092e-05,1.1438591403752979e-05,47.931058634757065,49.64391516037741,54.79166265923367,1.0424789135198688e-05,1.0570772044380092e-05,1.1438591403752979e-05,1.0000979538377246,1.0000979538377246,54a16dc53a1d5c0f,54a16dc53a1d5c0f,False,False,0.8259000023826957,4.904299996269401,5.730199998652097,0.7755999977234751,170.95490000065183,171.7304999983753
nominal_heatup,39,130.0,130.0,130.0,130.0,0.0,-219716.6690321443,optimal,-219714.1029049212,False,False,8000,8000,6.426081000654449e-07,9.313384454756601e-07,10.0,0,0,1.1679255991095873e-05,49.204306314942166,50.92057550494545,56.06560239687443,1.0530555493521728e-05,1.0719374634412519e-05,1.1850890373346329e-05,49.204306314942166,50.92057550494545,56.06560239687443,1.0530555493521728e-05,1.0719374634412519e-05,1.1850890373346329e-05,1.0001263149983302,1.0001263149983302,86ed1bb2c9313ac7,86ed1bb2c9313ac7,False,False,0.7846000007702969,4.856200001086108,5.640800001856405,0.7712000005994923,174.6564999994007,175.4277000000002
