scenario,step,Ta_cvx_raw,Ta_cvx_applied,Ta_snn_raw,Ta_snn_applied,control_diff_e_u,cvxpy_objective,cvxpy_status,snn_objective,snn_converged,snn_verified_converged,snn_convergence_reason,snn_convergence_reason_class,snn_kkt_residual,snn_kkt_tolerance,snn_projection_budget_exhausted,snn_relative_degree,snn_n_grad_rows_kept,snn_unactionable_predicted_violation_degC,snn_iterations,snn_max_iterations,snn_constraint_residual,snn_constraint_residual_scaled,snn_bound_violation,snn_clipped,cvxpy_clipped,objective_gap_snn_vs_reference,Tc1_cvx,Tc2_cvx,Tc3_cvx,alpha1_cvx,alpha2_cvx,alpha3_cvx,Tc1_snn,Tc2_snn,Tc3_snn,alpha1_snn,alpha2_snn,alpha3_snn,rho_Ap_cvx,rho_Ap_snn,qp_fingerprint_cvx,qp_fingerprint_snn,slew_saturated_cvx,slew_saturated_snn,build_ms_cvx,solve_ms_cvx,total_ms_cvx,build_ms_snn,solve_ms_snn,total_ms_snn
nominal_heatup,0,32.0,32.0,32.0,32.0,0.0,-95998.82400563429,optimal,-95995.60480447102,False,False,max_iterations,max_iterations,0.0131305518830651,0.0764525401819254,False,5,5,0.0,8000,8000,6.865136157330198e-07,9.949711712309295e-07,10.0,0,0,3.353375623760284e-05,28.0,28.0,28.0,1e-05,1e-05,1e-05,28.0,28.0,28.0,1e-05,1e-05,1e-05,1.0000008521941652,1.0000008521941652,d66d433b3ecc2bc7,d66d433b3ecc2bc7,True,True,3.2857000041985884,18.64700000442099,21.932700008619577,1.7768999969121069,347.87539999524597,349.6522999921581
nominal_heatup,1,36.0,36.0,36.0,36.0,0.0,-106602.11836433184,optimal,-106599.55483196842,True,True,converged(kkt(residual=9.46e-03<=tol=7.67e-02); obj_plateau(range=1.17e-10)),converged,0.009461928789976298,0.07672454185079587,False,5,5,0.0,351,8000,6.114478381391564e-07,8.869759433594027e-07,10.0,0,0,2.4047668121260274e-05,28.000000056399145,28.000000056399145,28.000000056399145,1.0001630922571259e-05,1.0001630922571259e-05,1.0001630922571259e-05,28.000000056399145,28.000000056399145,28.000000056399145,1.0001630922571259e-05,1.0001630922571259e-05,1.0001630922571259e-05,1.0000008522669996,1.0000008522669996,82e9f287618b328d,82e9f287618b328d,True,True,0.850600001285784,5.0423999928170815,5.8929999941028655,0.9711000020615757,13.06990000011865,14.041000002180226
nominal_heatup,2,40.00000000000001,40.00000000000001,40.00000000000001,40.0,-7.105427357601002e-15,-117129.27120926857,optimal,-117127.32961954929,False,False,max_iterations,max_iterations,0.006558336343421299,0.07696517181438102,False,5,5,0.0,8000,8000,6.750023899826374e-07,9.791691724103657e-07,10.0,0,0,1.657646888110229e-05,28.000000112803107,28.000000112803107,28.000000091841084,1.0003261984532805e-05,1.0003261984532805e-05,1.0003261984532805e-05,28.000000112803107,28.000000112803107,28.000000091841084,1.0003261984532805e-05,1.0003261984532805e-05,1.0003261984532805e-05,1.0000008523398338,1.0000008523398338,af56523fe75d9dab,af56523fe75d9dab,True,True,0.866900008986704,5.148099997313693,6.015000006300397,0.8060999971348792,368.85780000011437,369.66389999724925
nominal_heatup,3,44.00000000000001,44.00000000000001,44.0,44.0,-7.105427357601002e-15,-127560.71461505513,optimal,-127560.03208372105,True,True,converged(kkt(residual=2.13e-03<=tol=7.72e-02); obj_plateau(range=2.28e-16)),converged,0.0021290286522060746,0.07717179207073495,False,5,5,0.0,501,8000,7.615793364834644e-07,9.623328169894307e-07,10.0,0,0,5.350638996819145e-06,28.00000016921189,28.00000016142088,28.000000128607986,1.0004893185885736e-05,1.0004893185885736e-05,1.0004893185878145e-05,28.00000016921189,28.00000016142088,28.000000128607986,1.0004893185885736e-05,1.0004893185885736e-05,1.0004893185878145e-05,1.000000852412668,1.000000852412668,93392764ca1685f2,93392764ca1685f2,True,True,0.8754000009503216,5.5616999889025465,6.437099989852868,1.119799999287352,21.810799997183494,22.930599996470846
nominal_heatup,4,48.00000000000001,48.00000000000001,47.99999999999999,47.99999999999999,-1.4210854715202004e-14,-137877.66932309937,optimal,-137877.65043286313,True,True,converged(kkt(residual=1.07e-03<=tol=7.73e-02); obj_plateau(range=2.01e-08)),converged,0.0010711691759094956,0.07734236192995834,False,5,5,0.0,551,8000,5.533118496714451e-07,8.043588053396888e-07,10.0,0,0,1.3700722070720777e-07,28.00000021983408,28.000000208534534,28.00000016274716,1.0006524526631151e-05,1.0006524526628329e-05,1.0006524526608854e-05,28.00000021983408,28.000000208534534,28.00000016274716,1.0006524526631151e-05,1.0006524526628329e-05,1.0006524526608854e-05,1.000000852485502,1.000000852485502,c77fd0f1b15a80dd,c77fd0f1b15a80dd,True,True,0.9839999984251335,5.014199996367097,5.99819999479223,0.7875000010244548,22.455800004536286,23.24330000556074
nominal_heatup,5,52.000000000000014,52.000000000000014,51.999999999999986,51.999999999999986,-2.842170943040401e-14,-148066.0689152449,optimal,-148066.0466483758,True,True,converged(kkt(residual=2.82e-03<=tol=7.75e-02); obj_plateau(range=2.19e-08)),converged,0.0028238830307271133,0.07747532444178108,False,5,5,0.0,501,8000,6.522266886577199e-07,9.454483782533885e-07,10.0,0,0,1.5038468466886973e-07,28.00000026785304,28.000000252134775,28.015534364180088,1.0008156006768049e-05,1.0008156006761134e-05,1.0008156006725072e-05,28.00000026785304,28.000000252134775,28.015534364180088,1.0008156006768049e-05,1.0008156006761134e-05,1.0008156006725072e-05,1.0000008535389835,1.0000008535389835,83e0349061bd5b68,83e0349061bd5b68,True,True,0.7784000044921413,4.914799996186048,5.693200000678189,1.2549999955808744,17.974500005948357,19.22950000152923
nominal_heatup,6,56.000000000000014,56.000000000000014,55.99999999999999,55.999999999999986,-2.842170943040401e-14,-158106.7167959717,optimal,-158106.6979274649,True,True,converged(kkt(residual=4.01e-03<=tol=7.76e-02); obj_plateau(range=1.77e-08)),converged,0.004007279015602089,0.0775695115799176,False,5,5,0.0,451,8000,6.325447401422934e-07,9.190429883787488e-07,10.0,0,0,1.193403233829138e-07,28.000000312592185,28.00577391978186,28.057459750004423,1.000978762629658e-05,1.000978762628397e-05,1.0009793262776227e-05,28.000000312592185,28.00577391978186,28.057459750004423,1.000978762629658e-05,1.000978762628397e-05,1.0009793262776227e-05,1.0000008566302483,1.0000008566302483,b1b073f8a21e2c7b,b1b073f8a21e2c7b,True,True,0.7775999984005466,4.937000005156733,5.71460000355728,0.7560999947600067,17.857099999673665,18.61319999443367
nominal_heatup,7,60.00000000000002,60.00000000000002,60.0,59.999999999999986,-3.552713678800501e-14,-167979.734052102,optimal,-167979.71166282005,True,True,converged(kkt(residual=5.72e-03<=tol=7.76e-02); obj_plateau(range=1.95e-08)),converged,0.005715923362068694,0.07762407352176776,False,5,5,0.0,301,8000,6.204440836654612e-07,9.014615676150584e-07,10.0,0,0,1.332856132175253e-07,28.004292153377847,28.022838296226645,28.135109522234508,1.001141938521665e-05,1.0011421478125678e-05,1.0011445967490528e-05,28.004292153377847,28.022838296226645,28.135109522234508,1.001141938521665e-05,1.0011421478125678e-05,1.0011445967490528e-05,1.0000008630022164,1.0000008630022164,4e886cc67c45b669,4e886cc67c45b669,True,True,0.8993000083137304,4.9119000032078475,5.811200011521578,0.9943000040948391,12.10989999526646,13.104199999361299
nominal_heatup,8,64.00000000000003,64.00000000000003,63.999999999999986,63.999999999999986,-4.263256414560601e-14,-177665.40055867797,optimal,-177664.62262563463,False,False,max_iterations,max_iterations,0.006731265414123354,0.07763842186872474,False,5,5,0.0,8000,8000,6.111417434340183e-07,8.879459256760924e-07,10.0,0,0,4.3786412029454735e-06,28.01807839987666,28.057673407757182,28.254795432951447,1.0013052839181873e-05,1.0013061671269752e-05,1.0013127537634136e-05,28.01807839987666,28.057673407757182,28.254795432951447,1.0013052839181873e-05,1.0013061671269752e-05,1.0013127537634136e-05,1.0000008738881738,1.0000008738881738,a57c6f366ee02b99,a57c6f366ee02b99,True,True,1.0990000009769574,5.1404999976512045,6.239499998628162,0.8104000007733703,282.5258999946527,283.3362999954261
nominal_heatup,9,68.00000000000003,68.00000000000003,67.99999999999997,67.99999999999997,-5.684341886080802e-14,-187142.3422856822,optimal,-187135.5424461591,False,False,max_iterations,max_iterations,0.020657770111258442,0.07761218494323338,False,5,5,0.0,8000,8000,6.305568547304574e-07,9.140364207738116e-07,10.0,0,0,3.6335120315152566e-05,28.047511223592842,28.11622195693027,28.42117301871507,1.0014691440074805e-05,1.0014714737108251e-05,1.0014854481868797e-05,28.047511223592842,28.11622195693027,28.42117301871507,1.0014691440074805e-05,1.0014714737108251e-05,1.0014854481868797e-05,1.0000008905547881,1.0000008905547881,0b6ea4586a87b064,0b6ea4586a87b064,True,True,1.6518000047653913,9.846100001595914,11.497900006361306,1.4525000005960464,362.6408999989508,364.0933999995468
